Nom,Description,Photo
Siemen Lens,"""I have had the pleasure of working with Siemen Lens on various visualization projects, from furniture visualization to visualizing biotech installations, where moving elements were also particularly important. Siemen is always looking for ways in which a visualization can still be improved, preferably by harnessing the processing power of a platform, making maximum use of parametric functions and Geometry Nodes. As a result, he achieves the desired visualization faster. What is particularly striking is that Siemen repeatedly manages to have enough info with a small briefing to realize a professional rendering. Siemen thinks visually and can effortlessly translate this into a strong way of working out graphics within a parametric environment. With this book, he shows the thinking frameworks you need to get to a result quickly. Always seen from a practical angle, Siemen takes you into the world of Blender""
--
Wouter Adriaensen, Owner Mercurius 3 / full service design agency",https://m.media-amazon.com/images/S/amzn-author-media-prod/k1nbr1h1df6v06rfed3716nkq7._SY600_.jpg
Siemen Lens,"""I have had the pleasure of working with Siemen Lens on various visualization projects, from furniture visualization to visualizing biotech installations, where moving elements were also particularly important. Siemen is always looking for ways in which a visualization can still be improved, preferably by harnessing the processing power of a platform, making maximum use of parametric functions and Geometry Nodes. As a result, he achieves the desired visualization faster. What is particularly striking is that Siemen repeatedly manages to have enough info with a small briefing to realize a professional rendering. Siemen thinks visually and can effortlessly translate this into a strong way of working out graphics within a parametric environment. With this book, he shows the thinking frameworks you need to get to a result quickly. Always seen from a practical angle, Siemen takes you into the world of Blender""
--
Wouter Adriaensen, Owner Mercurius 3 / full service design agency",https://m.media-amazon.com/images/S/amzn-author-media-prod/k1nbr1h1df6v06rfed3716nkq7._SY600_.jpg
JoeyStarr,"JoeyStarr, de son vrai nom Didier Morville, est une figure du rap français. Chanteur-compositeur, et aussi comédien, c’est un artiste aux milles talents. Code pénal en argot est pour, lui un hommage à deux de ses passions : les grands textes et la langue d’Audiard.

Né dans les années 1960 aux Batignolles, Polo Labraise est un ancien journaliste, ancien manager de boxeurs. Il est co-intervieweur avec JoeyStarr de personnalités pour le magazine Authentik (André Pousse, Marvin Hagler...). Il se définit comme un amoureux de San Antonio, de Michel Audiard, d'Albert Simonin, d'Alphonse Boudard et du parlé populaire à l'ancienne.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Marine Jacquemin,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Sébastien Chesbeuf,"Sébastien Chesbeuf était un des responsables du Comité d’organisation des Jeux olympiques et paralympiques de 2024 avant d’être licencié. Gagnant aux Prud’hommes, il demande le statut de lanceur d’alerte.

Thierry Vildary est journaliste d’investigation au service des Sports de France Télévisions.

Jean-François Laville a piloté le service des Sports de France Télévisions pendant quinze ans.",
Siemen Lens,"""I have had the pleasure of working with Siemen Lens on various visualization projects, from furniture visualization to visualizing biotech installations, where moving elements were also particularly important. Siemen is always looking for ways in which a visualization can still be improved, preferably by harnessing the processing power of a platform, making maximum use of parametric functions and Geometry Nodes. As a result, he achieves the desired visualization faster. What is particularly striking is that Siemen repeatedly manages to have enough info with a small briefing to realize a professional rendering. Siemen thinks visually and can effortlessly translate this into a strong way of working out graphics within a parametric environment. With this book, he shows the thinking frameworks you need to get to a result quickly. Always seen from a practical angle, Siemen takes you into the world of Blender""
--
Wouter Adriaensen, Owner Mercurius 3 / full service design agency",https://m.media-amazon.com/images/S/amzn-author-media-prod/k1nbr1h1df6v06rfed3716nkq7._SY600_.jpg
Adriana Karembeu,"Adriana Karembeu est née le 17 septembre 1971 en Slovaquie, est arrivée à Paris dans les années 1990 et a défilé comme mannequin pour les plus grands couturiers : Yves Saint-Laurent, Balmain, Thierry Mugler etc. Carrière d’actrice, d’animatrice TV, d’ambassadrice... Adriana Karembeu témoigne aujourd’hui qu’on peut être une femme de + 50 ans, heureuse, épanouie et libre !",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Gilles-William Goldnadel,"Gilles-William Goldnadel est avocat, essayiste, contributeur et intervenant dans de nombreux médias.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Charles Gave,,https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
Asma Mhalla,"Docteure en études politiques, Asma Mhalla est chercheure au Laboratoire d'Anthropologie Politique de l'Ehess. Politologue spécialiste des enjeux politiques et géopolitiques de la Tech et de l'IA, elle conseille gouvernements et institutions dans leur politique publique technologique. Elle a produit et animé, à l'été 2023, l'émission ""CyberPouvoirs"" sur France Inter qui a été très remarquée.",https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png
